KEY	VALUE	COMMENTS
__id	jp	en		
__name	日本語	English	
button.play	プレイ
ui.crewinfo.roles.deal-maker.icon	<sprite name="scheme closer">
ui.crewinfo.roles.deal-maker.title	交渉人（クローザー）
ui.crewinfo.roles.deal-maker.desc	取引をまとめる技術――相手に「得をした」と思わせつつ、実際には大損をさせる技術の天才だ。数々の裏取引をこなしてきた奴は、あらゆる交渉の場において最高のアタッカーになる。
ui.crewinfo.roles.deal-maker.short	交渉人は建物の買収を格安で行い、市外の組織とも有利な取引を結ぶことができる。

ui.crewinfo.roles.accountant.icon	<sprite name="scheme accountant">
ui.crewinfo.roles.accountant.title	帳簿係（アカウンタント）
ui.crewinfo.roles.accountant.desc	裏部屋にこもって在庫と睨めっこするのは華やかな仕事ではないが、それがなければ組織は回らない。奴はシノギの管理に長けている。現場でトラブルが起きたか？ 設備を強化したいか？ 奴をそこへ送り込め。
ui.crewinfo.roles.accountant.short	帳簿係はシノギの拡張を格安で行い、新しい建物の乗っ取りをサポートできる。

ui.crewinfo.roles.politician.icon	<sprite name="scheme accountant">
ui.crewinfo.roles.politician.title	工作員（オペレーティブ）
ui.crewinfo.roles.politician.desc	政治とは、熟練した技術を要する芸術だ。奴は人々が自覚する前にその欲望を察知する術をマスターしている。数多の裏工作を成功させてきた奴なら、市役所を組織の支配下に置くのも時間の問題だろう。
ui.crewinfo.roles.politician.short	工作員は政治家を説得して影響力を勝ち取り、組織の政治工作の効率を劇的に高める。

ui.crewmgmt.icon-building	<sprite name="ui pip social expansion" tint=1>
ui.crewmgmt.icon-vehicle	<sprite name="ui truck" tint=1>
ui.crewmgmt.icon-crew	<sprite name="ui peep" tint=1>
ui.crewmgmt.button-add-disabled.mo	現在は割り当て不可
ui.crewmgmt.button-already-added.mo	割り当て済み
ui.crewmgmt.button-added-to.mo	割り当て先: {name}
ui.crewmgmt.button-building-add.mo	建物に割り当てる
ui.crewmgmt.button-building-remove.mo	建物から外す
ui.crewmgmt.button-buildings-none.mo	全ての建物に管理人が割り当てられている
ui.crewmgmt.button-buildings-boss.mo	ボスは建物の管理人に任命できない
ui.crewmgmt.button-vehicle-add.mo	車両に割り当てる
ui.crewmgmt.button-vehicle-remove.mo	車両から外す\n\n注意: 戦闘を開始したドライバーはそのターン中に外すことはできない
ui.crewmgmt.button-vehicles-none.mo	全ての車両にドライバーが割り当てられている

ui.crewmgmt.assignments	現在の車両および建物の割り当て:
ui.crewmgmt.no-driver	<i>ドライバーなし</i>
ui.crewmgmt.no-manager	<i>管理人なし</i>
ui.crewmgmt.driver	割り当て: <i>{name}</i>
ui.crewmgmt.manager	管理人: <i>{name}</i>
ui.crewmgmt.select-vehicle	割り当てる車両を選択:
ui.crewmgmt.select-building	割り当てる建物を選択:

ui.crewmgmt.unassigned	{crewname}は仕事が割り当てられていないぞ！ 漫然と給料を払うだけにならないよう、右のボタンから仕事をさせろ。
ui.crewmgmt.invehicle	{crewname}は車両に割り当てられており、街での任務に従事可能だ。
ui.crewmgmt.inbuilding	{crewname}は建物 {bizicon} <b>{bizname}</b> の管理を任されている。
ui.crewmgmt.deadother	{crewname}は死亡した。遺族への支援金は支払われていない。
ui.crewmgmt.deadpaid	{crewname}は死亡した。現在、遺族へ 1ターンにつき {amt} の支援金を支払っている。
ui.crewmgmt.arrested	{crewname}は連邦捜査官にタイホされた。 {date}に公判予定だ。
ui.crewmgmt.imprisoned	{crewname}は連邦刑務所に送られた。出所予定は {date}だ。
ui.crewmgmt.scheming	{crewname}は現在、計画（スキーム）の実行で手が離せない。
ui.crewmgmt.offboard	{crewname}は組織の用事で出払っている。

ui.crewmgmt.growth.rel	{friendName} との関係: {relText}
ui.crewmgmt.growth.is-family	<i>(一家の者を助けてやれば、喜ばれるかもしれんぞ。)</i>

ui.crewinspect.title	構成員詳細
ui.crewinspect.experience-header	経験
ui.crewinspect.history-header	犯罪歴
ui.crewinspect.buttons.org-chart	組織図

ui.crewinspect.city	{city}市
ui.crewinspect.officer	警官
ui.crewinspect.police	警察署

ui.crewinspect.buttons.interact.speak	<sprite name="ui pip social">
ui.crewinspect.buttons.interact.scheme	<sprite name="ui schemes">
ui.crewinspect.buttons.interact.rel	信頼関係

ui.crewinspect.bio.name	氏名
ui.crewinspect.bio.alias	通り名（エイリアス）
ui.crewinspect.bio.relationship	関係
ui.crewinspect.bio.nationality	国籍
ui.crewinspect.bio.age	年齢
ui.crewinspect.bio.height	身長
ui.crewinspect.bio.occupation	職業
ui.crewinspect.bio.traits	特性

ui.crewinspect.role.boss	ボス
ui.crewinspect.role.boss.mo	組織の頂点。全てのシノギに目を光らせている。
ui.crewinspect.role.captain	カポ（大尉）
ui.crewinspect.role.captain.mo	十分に頼れる経験を持っているが、まだ専門性はない。
ui.crewinspect.role.muscle	兵隊（マッスル）
ui.crewinspect.role.muscle.mo	ありふれた組織の下っ端。今はまだ小粒だが、大きな犯罪への野心を持っている。

ui.crewinspect.orgchart-icon	<sprite name="ui org chart">
ui.crewinspect.crew-info-icon	<sprite name="ui crew info">

ui.resdestroy.mo	在庫の一部を廃棄する
ui.resdestroy.header	在庫の廃棄
ui.resdestroy.top	以下の在庫を廃棄しようとしている： {res}\n\nどれだけの量を捨てるつもりだ？
ui.resdestroy.bottom	これらのブツは廃棄され、代金は戻ってこない。廃棄後の在庫量： {res}
ui.resdestroy.plusminus.mo	<b>ctrl</b> を押しながらで 10単位\n<b>shift</b> で 100単位\n<b>ctrl + shift</b> で 1000単位増減

ui.deliveries.stop-job.mo	この配送を停止
ui.deliveries.start-job.mo	この配送を開始\n\n最低2つのステップ、ドライバー、\nそして良好な状態の車両が必要だ
ui.deliveries.no-crew.mo	担当者の割り当てを解除
ui.deliveries.clear-steps.mo	このスケジュールの全停止箇所を削除
ui.deliveries.delete-job.mo	この配送スケジュール自体を削除
ui.deliveries.select.mo	ドライバーと車両を選択：
ui.deliveries.cash.mo	現金

ui.deliveries.crewassign.novehicle	車両未設定
ui.deliveries.crewassign.busy	割り当て済み
ui.deliveries.crewassign.valid	選択可能
ui.deliveries.select	選択
ui.deliveries.add	次のステップを追加

ui.deliveries.header.no-driver	ドライバー割り当て
ui.deliveries.header.no-vehicle	車両割り当て

ui.deliveries.status.running	状況：稼働中
ui.deliveries.status.stopped-junk	状況：停止中（車両の状態悪化）
ui.deliveries.status.broken	状況：停止中

ui.deliveries.undefined	未定義
ui.deliveries.next-step-empty	<sprite name="ui cross"> ルートの次のステップを選択しろ。
ui.deliveries.biz-name	<b>{bizname}</b>
ui.deliveries.biz-name.1	<b>{bizname}</b>\n
ui.deliveries.action-empty	\nアクション未選択

ui.deliveries.route-no	配送ルート #{id}
ui.deliveries.step-no	ステップ #{stepNo}： {desc}

ui.deliveries.actions.buy	購入
ui.deliveries.actions.sell	売却
ui.deliveries.actions.pickup	積み込み
ui.deliveries.actions.dropoff	荷降ろし
ui.deliveries.actions.cash-on-hand	現金の確保
ui.deliveries.actions.collect-front	拠点からの回収・支援
ui.deliveries.actions.bottle-pickup	ボトル回収所から回収
ui.deliveries.actions.repair-vehicle	車両を修理

ui.deliveries.actions.mo.buy	資源を購入
ui.deliveries.actions.mo.sell	資源を売却
ui.deliveries.actions.mo.pickup	倉庫から積み込み
ui.deliveries.actions.mo.dropoff	倉庫へ荷降ろし
ui.deliveries.actions.mo.cash-on-hand	現金を確保
ui.deliveries.actions.mo.collect-front	拠点から回収、または支援
ui.deliveries.actions.mo.bottle-pickup	ボトル回収所から回収
ui.deliveries.actions.mo.repair-vehicle	車両を修理

ui.deliveries.actions.collect-front.desc	{bizname} （店主： {peepname}）

ui.deliveries.cash.agreed	合意した額（準備ができ次第）
ui.deliveries.cash.all-available	全ての所持現金
ui.deliveries.cash.exact	正確に {amount}
ui.deliveries.cash.up-to	最大 {quantity} まで
ui.deliveries.cash.excess	{quantity} を残して全部
ui.deliveries.cash.ensure	{target} が {quantity} になるまで

ui.deliveries.confirm.clear-steps	このスケジュールの全ての配送ステップを消去するか？
ui.deliveries.confirm.clear	この配送スケジュールを完全に削除するか？

ui.deliveries.res.max-possible	{icon&name} を可能な限り最大
ui.deliveries.res.up-to	{icon&name} を最大 {quantity} まで
ui.deliveries.res.excess	{icon&name} を {quantity} 残して全部
ui.deliveries.res.ensure	{target} の {icon&name} が {quantity} になるまで
ui.deliveries.action-qty	{action}： {qtyres}

ui.deliveries.res.max-possible.1	{icon&name}\n可能な限り最大
ui.deliveries.res.up-to.1	{icon&name}\n最大 {quantity} まで
ui.deliveries.res.excess.1	{icon&name}\n{quantity} 残して全部
ui.deliveries.res.ensure.1	{icon&name}\n{target} が {quantity} になるまで

ui.deliveries.res.mo.agreed	合意通り
ui.deliveries.res.mo.all	全量
ui.deliveries.res.mo.qty	指定数量
ui.deliveries.res.mo.excess	指定量残し
ui.deliveries.res.mo.ensure	指定量まで

ui.deliveries.res.vehicle	車両
ui.deliveries.res.location	拠点

ui.deliveries.start-here.mo	次はここから開始
ui.deliveries.mute-step.mo	ステップの有効/無効切り替え\n\n無効なステップはスキップされる
ui.deliveries.up.mo	このステップを上に移動
ui.deliveries.down.mo	このステップを下に移動
ui.deliveries.plusminus.mo	<b>ctrl</b> を押しながらで 10単位\n<b>shift</b> で 100単位\n<b>ctrl + shift</b> で 1000単位増減
ui.deliveries.goto.mo	場所を表示

ui.deliveries.destination-biz.mo	<sprite name="ui pip social expansion"> {bizname}
ui.deliveries.destination-front.mo	拠点： {name}
ui.deliveries.destination-repeat.mo	<sprite name="ui start here"> {name}

ui.deliveries.steps.prev	前のステップ： {description}
ui.deliveries.steps.next	次のステップ： {description}

ui.deliveries.mute-step.icon	<sprite name="ui mute step">
ui.deliveries.unmute-step.icon	<sprite name="ui step list">
ui.deliveries.next-step.icon	<sprite name="ui arr big right">
ui.deliveries.skip-empty.icon	<sprite name="ui skip empty">
ui.deliveries.skip-full.icon	<sprite name="ui skip full">

ui.deliveries.got-others-pip.icon	+
ui.deliveries.got-others-pip.text	この建物に関わる他の配送：
ui.deliveries.got-others-pip.line	·<indent=15>{item}</indent>

ui.deliveries.skip-empty.mo	車両が空ならこのステップを飛ばす
ui.deliveries.skip-full.mo	車両が満杯ならこのステップを飛ばす
ui.deliveries.ui-save-step.mo	この配送ステップを保存
ui.deliveries.ui-save-edit-prev.mo	保存して前のステップを編集
ui.deliveries.ui-save-edit-next.mo	保存して次のステップを編集
ui.deliveries.ui-save-add-new.mo	保存して新しいステップを追加
ui.deliveries.ui-cancel-step.mo	変更を破棄して戻る
ui.deliveries.ui-delete-step.mo	この配送ステップを削除

ui.deliveries.invalidreason.destination.null	目的地を選択しろ
ui.deliveries.invalidreason.actions.null	アクションを選択しろ
ui.deliveries.invalidreason.actions.none	アクションの種類を選択しろ
ui.deliveries.invalidreason.items.null	対象のブツを選択しろ
ui.deliveries.invalidreason.quantity.null	数量を入力しろ
ui.deliveries.invalidreason.quantity.zero	ゼロ以外の数量を入力しろ

ui.deliveries.validreason	この配送ステップを保存する


ui.ownedbiz.control	お前の組織の支配下にある\n{group}
ui.ownedbiz.peep	所有者： {name}\n{rel}
ui.ownedbiz.condition	建物の状態： 損傷あり ({percent})
ui.ownedbiz.condition.no-mgmt	修理を始めるには管理人を置け！
ui.ownedbiz.condition.mgmt	管理人が修理を指揮している。
ui.ownedbiz.crewcard.name	{name}\n{last}
ui.ownedbiz.destroy-module.confirm	本当にこのシノギを撤去するか？ 撤去費用として {price} かかる。建物内の金庫に {price} があることを確認しろ。
ui.ownedbiz.destroy-module.confirm-ok	撤去

ui.ownedcasino.manager	管理人： {name}
ui.ownedcasino.manager-none	まだ管理人が割り当てられていない。

ui.ownedcasino.add-confirm	新規設備： {amenity}\n\n本当に導入するか？
ui.ownedcasino.amenity-remove	既存設備： {amenity}\n\n本当に破壊するか？ この操作は取り消せず、払い戻しもないぞ。
ui.ownedcasino.last-turn	前ターンの損益： {money}
ui.ownedcasino.amenity.empty-slot	<i>（まだ誰もいない）</i>
ui.ownedcasino.regular.mo.empty-slot	常連客用の空きスロットだ。\n\n常連は時間の経過とともに現れ、しばらく遊び、儲かっていれば立ち去ることもある（だが負けが込んでいる奴は、借金を返すまで居座り続けるぞ）。
ui.ownedcasino.regular.mo.full	{name}\n\n<size=90%>{traits}</size>\n\n所持金： {money}\n\n前ターンの勝敗： {lastturn} last turn\n貸付限度額： {maxcredit}
ui.ownedcasino.regular.mo.debt	{name}\n\n<size=90%>{traits}</size>\n\n所持金： {money}。 <b>この野郎はツケ（クレジット）で遊んでやがる！</b> 負けが込んでいる間は、こいつの賭け金は収益にカウントされん。\n\n前ターンの勝敗： {lastturn}\n貸付限度額： {maxcredit}
ui.ownedcasino.regular.playing	<b>{firstname}\n{lastname}</b>
ui.ownedcasino.regular.indebt	<b>{firstname} {lastname}</b>\nお前に借金がある奴だ！
ui.ownedcasino.regular.money	{money}\n<size=90%>({lastturn})</size>
ui.ownedcasino.regular.money.0	{money}

ui.ownedcasino.module-upgrade.popup-text.header	現在の <b>{oldModule}</b> を <b>{newModule}</b> へアップグレードするか？
ui.ownedcasino.module-upgrade.popup-text.reqs-explain	必要条件：\n{requirements}
ui.ownedcasino.module-upgrade.popup-text.stats	アップグレードすれば、設備スロットが {amenitySlots} つになる。 {aoe}
ui.ownedcasino.module-upgrade.popup-text.ok-button	アップグレード
ui.ownedcasino.module-upgrade.popup-text.cancel-button	キャンセル
ui.ownedcasino.module-upgrade.button.mo	より大規模な賭博シノギへ拡張する。管理人と有効なアップグレード条件が必要だ。
ui.ownedcasino.module-upgrade.button.icon	<sprite name="ui pip biz upgrade">

ui.ownedcasino.move-cash.button.mo	賭場へ現金を出し入れする。管理人を置いている必要がある。

ui.ownedcasino.amenity-destroy.mo	この設備を撤去する
